"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","Perfil_Referencia","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UIV2-04102","Layout","Account","Account-BMW Cuenta Empresarial","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Cliente Jurídico","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04103","Layout","Account","Account-BMW Cuenta Empresarial","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Cuenta empresarial","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04104","Layout","Account","Account-Account Layout","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Aseguradora","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04105","Layout","Account","Account-BMW Cuenta Empresarial","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04106","Layout","Account","Account-Account Layout","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Distribuidor","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04107","Layout","Account","Account-BMW Cuenta Empresarial","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04108","Layout","Opportunity","Opportunity-Autos V1.4","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Kawasaki","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04109","Layout","Opportunity","Opportunity-Autos V1.4","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Motorrad","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04110","Layout","Opportunity","Opportunity-Autos V1.4","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Polaris","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04111","Layout","Opportunity","Opportunity-Taller Autos","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04112","Layout","Opportunity","Opportunity-Autos V1.4","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Indian","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04113","Layout","Opportunity","Opportunity-Taller Autos","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Mostrador","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04114","Layout","Product2","Product2-Product Layout V1.2","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Producto Red Motors","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04115","Layout","Product2","Product2-Artículos","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Vehiculos","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04116","Layout","Product2","Product2-Artículos","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Materiales","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04117","Layout","Product2","Product2-Product Layout","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04118","Layout","Quote","Quote-Mostrador y Taller","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04119","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Jefe de Ventas Usados Motos A1","Jefe de Ventas Usados Motos A1","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04120","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04121","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04122","Layout","Account","Account-BMW Cuenta Empresarial  V2","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Aseguradora","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04123","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04124","Layout","Account","Account-BMW Cuenta Empresarial  V2","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Distribuidor","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04125","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04126","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Harley-Davidson","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04127","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04128","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04129","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04130","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04131","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04132","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Online Motos y Nuevos V2 A1","Asesor de Ventas Online Motos y Nuevos V2 A1","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
